//以下全部来自互联网，所有内容仅供测试使用，请勿用于违法用途，如有冒犯请联系删除。
📺央视频道,#genre#


CCTV-1综合,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1$四
CCTV-2财经,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2$四
CCTV-3综艺,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3$四
CCTV-4中文国际,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ccv4$四
CCTV-5体育,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5$四
CCTV-5⁺体育赛事,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p $四
CCTV-6电影,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6$四
CCTV-7国防军事,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7$四
CCTV-8电视剧,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8$四
CCTV-9纪录,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9$四
CCTV-10科教,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10$四
CCTV-11戏曲,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11$四
CCTV-12社会与法,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12$四
CCTV-13新闻,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13$四
CCTV-14少儿,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14$四
CCTV-15音乐,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15$四
CCTV-16奥林匹克,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16$四
CCTV-17农业农村,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17$四



CCTV-1综合,http://go.bkpcp.top/mg/cctv1$五
CCTV-2财经,http://go.bkpcp.top/mg/cctv2$五
CCTV-3综艺,http://go.bkpcp.top/mg/cctv3$五
CCTV-4中文国际,http://go.bkpcp.top/mg/cctv4$五
CCTV-5体育,http://go.bkpcp.top/mg/cctv5$五
CCTV-5⁺体育赛事,http://go.bkpcp.top/mg/cctv5p$五
CCTV-6电影,http://go.bkpcp.top/mg/cctv6$五
CCTV-7国防军事,http://go.bkpcp.top/mg/cctv7$五
CCTV-8电视剧,http://go.bkpcp.top/mg/cctv8$五
CCTV-9纪录,http://go.bkpcp.top/mg/cctv9$五
CCTV-10科教,http://go.bkpcp.top/mg/cctv10$五
CCTV-11戏曲,http://go.bkpcp.top/mg/cctv11$五
CCTV-12社会与法,http://go.bkpcp.top/mg/cctv12$五
CCTV-13新闻,http://go.bkpcp.top/mg/cctv13$五
CCTV-14少儿,http://go.bkpcp.top/mg/cctv14$五
CCTV-15音乐,http://go.bkpcp.top/mg/cctv15$五
CCTV-16奥林匹克,http://go.bkpcp.top/mg/cctv16$五
CCTV-17农业农村,http://go.bkpcp.top/mg/cctv17$五

CGTN-西,http://go.bkpcp.top/mg/cgtne$五
CGTN-阿,http://go.bkpcp.top/mg/cgtna$五
CGTN-法,http://go.bkpcp.top/mg/cgtnf$五


CCTV-1综合,http://60.16.0.216:5757/hls/1/index.m3u8$六
CCTV-2财经,http://60.16.0.216:5757/hls/2/index.m3u8$六
CCTV-3综艺,http://60.16.0.216:5757/hls/3/index.m3u8$六
CCTV-4中文国际,http://60.16.0.216:5757/hls/4/index.m3u8$六
CCTV-5体育,http://60.16.0.216:5757/hls/5/index.m3u8$六
CCTV-5⁺体育赛事,http://60.16.0.216:5757/hls/6/index.m3u8$六
CCTV-6电影,http://60.16.0.216:5757/hls/7/index.m3u8$六
CCTV-7国防军事,http://60.16.0.216:5757/hls/8/index.m3u8$六
CCTV-8电视剧,http://60.16.0.216:5757/hls/9/index.m3u8$六
CCTV-9纪录,http://60.16.0.216:5757/hls/10/index.m3u8$六
CCTV-10科教,http://60.16.0.216:5757/hls/11/index.m3u8$六
CCTV-11戏曲,http://60.16.0.216:5757/hls/12/index.m3u8$六
CCTV-12社会与法,http://60.16.0.216:5757/hls/13/index.m3u8$六
CCTV-13新闻,http://60.16.0.216:5757/hls/14/index.m3u8$六
CCTV-14少儿,http://60.16.0.216:5757/hls/15/index.m3u8$六
CCTV-15音乐,http://60.16.0.216:5757/hls/16/index.m3u8$六
CCTV-16奥林匹克,http://60.16.0.216:5757/hls/17/index.m3u8$六
CCTV-17农业农村,http://60.16.0.216:5757/hls/18/index.m3u8$六


📺数字频道,#genre#
CCTV-电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub$澜露直播
CCTV-电视指南,udp://113.26.251.182:8009:10001#http://113.26.251.182:8009/hls/67/index.m3u8$山西电信
CCTV-电视指南,http://113.26.251.182:8009/hls/67/index.m3u8$山西电信
CCTV-文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub$澜露直播
CCTV-第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub$澜露直播
CCTV-风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub$澜露直播
CCTV-怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub$澜露直播
CCTV-风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub$澜露直播
CCTV-风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub$澜露直播
CCTV-世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub$澜露直播
CCTV-兵器科技,http://38.75.136.137:98/gslb/dsdqpub/bqkj.m3u8?auth=testpub$澜露直播
CCTV-央视高网,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub$澜露直播
CCTV-央视高网,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub$蓝天直播源
CCTV-央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub$澜露直播
CCTV-卫生健康,http://38.75.136.137:98/gslb/dsdqpub/wsjk.m3u8?auth=testpub$澜露直播
CCTV-女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub$澜露直播
CCTV-世界地理,https://xmlive.zeabur.app/yw/whyd?id=custom11$武汉移动
CCTV-央视高网,https://xmlive.zeabur.app/yw/whyd?id=custom10$武汉移动
CCTV-央视高网,https://hls-gateway.vpstv.net/streams/708857.m3u8$蓝天直播源
CCTV-央视高网,http://iptv.666230.xyz/iptv/jsyd.php/G_CCTV-GOLF-CQ$蓝天直播源
CCTV-风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub$蓝天直播源
CCTV-风云足球,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8$蓝天直播源
CCTV-风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8$蓝天直播源
CCTV-风云足球,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8$蓝天直播源
CCTV-风云足球,https://live.goodiptv.club/api/yqgd.php?id=fyzq$蓝天直播源
CCTV-风云足球,https://hls-gateway.vpstv.net/streams/708859.m3u8$蓝天直播源
CCTV-风云足球,https://cc06.tv12.xyz/41.m3u8$蓝天直播源
CCTV-风云足球,http://hmfs.f3322.net:3388/hls/9/index.m3u8$南风
CCTV-世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub$蓝天直播源
CCTV-世界地理,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8$蓝天直播源
CCTV-世界地理,https://cc06.tv12.xyz/104.m3u8$蓝天直播源
CCTV-世界地理,http://lysj.aylzline.top:8899/rtp/225.1.2.166:11014$河南联通组播
CCTV-世界地理,http://yhms.aylzline.top:8899/rtp/225.1.2.166:11014$河南联通组播
CCTV-世界地理,http://zczb.aylzline.top:8899/rtp/225.1.2.166:11014$河南联通组播
CCTV-世界地理,http://hmfs.f3322.net:3388/hls/28/index.m3u8$南风
CCTV-兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub$蓝天直播源
CCTV-兵器科技,http://171.83.103.119:9999/rtp/239.69.1.79:10114$蓝天直播源
CCTV-兵器科技,https://hls-gateway.vpstv.net/streams/708856.m3u8$蓝天直播源
CCTV-兵器科技,http://iptv.666230.xyz/iptv/jsyd.php/G_BINGQIKJ-CQ$蓝天直播源
CCTV-兵器科技,http://111.61.236.247:9081/hls/61/index.m3u8$香雅情
CCTV-风云足球,http://111.61.236.247:9081/hls/58/index.m3u8$香雅情
CCTV-世界地理,http://111.61.236.247:9081/hls/62/index.m3u8$香雅情
CCTV-文化精品,https://hls-gateway.vpstv.net/streams/708832.m3u8$蓝天直播源
CCTV-文化精品,http://iptv.666230.xyz/iptv/jsyd.php/G_CCTV-WENHUA-CQ$蓝天直播源
CCTV-央视台球,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8$蓝天直播源
CCTV-央视台球,https://hls-gateway.vpstv.net/streams/708855.m3u8$蓝天直播源
CCTV-央视台球,https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8$蓝天直播源
CCTV-央视台球,https://epg.pw/stream/ca9c1cd4b97fb824cedd7fedfd0c7a950afdd7f00751cfbb7c2d89831d7746a5.m3u8$蓝天直播源
CCTV-风云音乐,http://171.83.103.119:9999/rtp/239.69.1.90:10180$蓝天直播源
CCTV-风云音乐,https://hls-gateway.vpstv.net/streams/708858.m3u8$蓝天直播源
CCTV-风云音乐,http://iptv.666230.xyz/iptv/jsyd.php/G_FENGYUNYY-CQ$蓝天直播源
CCTV-风云剧场,http://dassby.qqff.top:99/live/风云剧场/index.m3u8$香雅情
CCTV-第一剧场,http://hmfs.f3322.net:3388/hls/21/index.m3u8$南风
CCTV-第一剧场,http://dassby.qqff.top:99/live/第一剧场/index.m3u8$香雅情
CCTV-第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub$香雅情2
CCTV-第一剧场,http://171.83.103.119:9999/rtp/239.69.1.74:10084$蓝天直播源
CCTV-第一剧场,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8$蓝天直播源
CCTV-第一剧场,https://hls-gateway.vpstv.net/streams/708862.m3u8$蓝天直播源
CCTV-第一剧场,http://tl.061833.xyz/tl/null-6$蓝天直播源
CCTV-第一剧场,https://100.061833.xyz/stream/mytv/null-6/stream.m3u8?uid=2190244325&u=hahayy&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc$蓝天直播源
CCTV-第一剧场,http://iptv.666230.xyz/iptv/jsyd.php/G_DIYIJC-CQ$蓝天直播源
CCTV-风云剧场,https://hls-gateway.vpstv.net/streams/708861.m3u8$蓝天直播源1
CCTV-风云剧场,https://mursor.ottiptv.cc/mcp/fyjc.m3u8$蓝天直播源2
CCTV-风云剧场,http://iptv.666230.xyz/iptv/jsyd.php/G_FENGYUNJC-CQ$蓝天直播源3
CCTV-怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub$蓝天直播源1
CCTV-怀旧剧场,http://171.83.103.119:9999/rtp/239.69.1.89:10174$蓝天直播源2
CCTV-怀旧剧场,https://cc06.tv12.xyz/52.m3u8$蓝天直播源3
CCTV-怀旧剧场,https://hls-gateway.vpstv.net/streams/708853.m3u8$蓝天直播源4
CCTV-怀旧剧场,https://mursor.ottiptv.cc/mcp/hjjc.m3u8$蓝天直播源5
CCTV-怀旧剧场,http://iptv.666230.xyz/iptv/jsyd.php/G_HUAIJIUJC-CQ$蓝天直播源6
CCTV-怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub$香雅情2
CCTV-女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub$蓝天直播源1
CCTV-女性时尚,https://cc06.tv12.xyz/95.m3u8$蓝天直播源2
CCTV-女性时尚,http://iptv.666230.xyz/iptv/jsyd.php/G_NVXINGSS-CQ$蓝天直播源3
CCTV-央视高网,http://lysj.aylzline.top:8899/rtp/225.1.2.163:10996$河南联通组播
CCTV-央视高网,http://yhms.aylzline.top:8899/rtp/225.1.2.163:10996$河南联通组播
CCTV-央视高网,http://zczb.aylzline.top:8899/rtp/225.1.2.163:10996$河南联通组播
CCTV-世界地理,http://dassby.qqff.top:99/live/世界地理/index.m3u8$香雅情
CCTV-风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8$香雅情
CCTV-风云音乐,http://dassby.qqff.top:99/live/风云音乐/index.m3u8$香雅情
CCTV-怀旧剧场,http://dassby.qqff.top:99/live/怀旧剧场/index.m3u8$香雅情
CCTV-女性时尚,http://dassby.qqff.top:99/live/女性时尚/index.m3u8$香雅情
CCTV-央视台球,http://dassby.qqff.top:99/live/央视台球/index.m3u8$香雅情
CCTV-央视高网,http://dassby.qqff.top:99/live/高尔夫网球/index.m3u8$香雅情
CCTV-世界地理,https://xmlive.zeabur.app/yw/whyd?id=custom11$武汉移动
CCTV-央视高网,https://xmlive.zeabur.app/yw/whyd?id=custom10$武汉移动


CCTV-女性时尚,udp://113.26.251.182:8009:10001#http://113.26.251.182:8009/hls/69/index.m3u8$山西电信
CCTV-女性时尚,http://113.26.251.182:8009/hls/69/index.m3u8$山西电信
SZTV-中华美食,udp://113.26.251.182:8009:10001#http://113.26.251.182:8009/hls/68/index.m3u8$山西电信
SZTV-中华美食,http://113.26.251.182:8009/hls/68/index.m3u8$山西电信
SZTV-游戏风云,udp://113.26.251.182:8009:10001#http://113.26.251.182:8009/hls/81/index.m3u8$山西电信
SZTV-游戏风云,http://113.26.251.182:8009/hls/81/index.m3u8$山西电信


📺卫视频道,#genre#

浙江卫视4K,https://play-qukan.cztv.com/live/1758879019692345.m3u8

湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
浙江卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000392/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
东方卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000478/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
湖南卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000394/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
北京卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000449/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
江苏卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000450/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
安徽卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000459/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
深圳卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000393/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
天津卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000365/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
重庆卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000585/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
河南卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000586/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
广东卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000395/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
山东卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000436/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
江西卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000587/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
贵州卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000584/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
四川卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000581/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
河北卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000582/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
东南卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000588/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
湖北卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000461/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
辽宁卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000583/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
黑龙江卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000462/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
云南卫视,http://124.90.44.40:6060/010/2/20002000000000010000000002776036/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
海南卫视,http://124.90.44.40:6060/010/2/20002000000000010000000002776012/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
青海卫视,http://124.90.44.40:6060/010/2/20002000000000010000000002775980/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
西藏卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000390/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
陕西卫视,http://124.90.44.40:6060/010/2/20002000000000010000000002776000/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
兵团卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000429/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
山西卫视,http://124.90.44.40:6060/010/2/20002000000000010000000002776020/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
宁夏卫视,http://124.90.44.40:6060/010/2/20002000000000010000000002776710/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
广西卫视,http://124.90.44.40:6060/010/2/20002000000000010000000002776028/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
内蒙古卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000593/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
甘肃卫视,http://124.90.44.40:6060/010/2/00000001000000060000000000000594/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
吉林卫视,http://124.90.44.40:6060/010/2/20002000000000010000000002776032/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通



浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub$澜露直播
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub$澜露直播
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009$澜露直播
江苏卫视,http://38.75.136.137:98/gslb/dsdqbv/jswshd.m3u8?auth=test20251009$澜露直播
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub$澜露直播
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub$澜露直播
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub$澜露直播
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub$澜露直播
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub$澜露直播
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub$澜露直播
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub$澜露直播
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub$澜露直播
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub$澜露直播
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub$澜露直播
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub$澜露直播
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub$澜露直播
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub$澜露直播
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub$澜露直播
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub$澜露直播
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub$澜露直播

山东卫视,http://218.17.33.178:53290/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$广东电信酒店
广东卫视,http://218.17.33.178:53290/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$广东电信酒店
甘肃卫视,http://218.17.33.178:53290/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0$广东电信酒店
内蒙古卫视,http://218.17.33.178:53290/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0$广东电信酒店
湖南卫视,http://218.17.33.178:53290/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$广东电信酒店
浙江卫视,http://218.17.33.178:53290/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$广东电信酒店
新疆卫视,http://218.17.33.178:53290/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0$广东电信酒店
湖北卫视,http://218.17.33.178:53290/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$广东电信酒店
四川卫视,http://218.17.33.178:53290/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$广东电信酒店
江西卫视,http://218.17.33.178:53290/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$广东电信酒店
辽宁卫视,http://218.17.33.178:53290/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$广东电信酒店
陕西卫视,http://218.17.33.178:53290/tsfile/live/0136_1.m3u8$广东电信酒店
安徽卫视,http://218.17.33.178:53290/tsfile/live/0130_1.m3u8$广东电信酒店
深圳卫视,http://218.17.33.178:53290/tsfile/live/0126_1.m3u8$广东电信酒店
吉林卫视,http://218.17.33.178:53290/tsfile/live/0116_1.m3u8$广东电信酒店
东方卫视,http://218.17.33.178:53290/tsfile/live/0107_1.m3u8$广东电信酒店
北京卫视,http://218.17.33.178:53290/tsfile/live/0122_1.m3u8$广东电信酒店
东南卫视,http://218.17.33.178:53290/tsfile/live/0137_1.m3u8$广东电信酒店
河北卫视,http://218.17.33.178:53290/tsfile/live/0117_1.m3u8$广东电信酒店
山西卫视,http://218.17.33.178:53290/tsfile/live/0118_1.m3u8$广东电信酒店
西藏卫视,http://218.17.33.178:53290/tsfile/live/0111_1.m3u8$广东电信酒店
江苏卫视,http://218.17.33.178:53290/tsfile/live/0127_1.m3u8$广东电信酒店
河南卫视,http://218.17.33.178:53290/tsfile/live/0139_1.m3u8$广东电信酒店
青海卫视,http://218.17.33.178:53290/tsfile/live/0140_1.m3u8$广东电信酒店
宁夏卫视,http://218.17.33.178:53290/tsfile/live/0112_1.m3u8$广东电信酒店
重庆卫视,http://218.17.33.178:53290/tsfile/live/0142_1.m3u8$广东电信酒店
云南卫视,http://218.17.33.178:53290/tsfile/live/0119_1.m3u8$广东电信酒店
贵州卫视,http://218.17.33.178:53290/tsfile/live/0120_1.m3u8$广东电信酒店
黑龙江卫视,http://218.17.33.178:53290/tsfile/live/0143_1.m3u8$广东电信酒店
天津卫视,http://218.17.33.178:53290/tsfile/live/0135_1.m3u8$广东电信酒店

湖南卫视,http://36.136.38.87:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
东方卫视,http://36.136.38.87:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
江苏卫视,http://36.136.38.87:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
广西卫视,http://36.136.38.87:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
浙江卫视,http://36.136.38.87:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
北京卫视,http://36.136.38.87:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
四川卫视,http://36.136.38.87:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
广东卫视,http://36.136.38.87:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
深圳卫视,http://36.136.38.87:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
安徽卫视,http://36.136.38.87:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
湖北卫视,http://36.136.38.87:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
天津卫视,http://36.136.38.87:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
陕西卫视,http://36.136.38.87:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
东南卫视,http://36.136.38.87:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
江西卫视,http://36.136.38.87:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
重庆卫视,http://36.136.38.87:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
黑龙江卫视,http://36.136.38.87:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
山西卫视,http://36.136.38.87:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
河北卫视,http://36.136.38.87:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
河南卫视,http://36.136.38.87:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
贵州卫视,http://36.136.38.87:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
云南卫视,http://36.136.38.87:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
辽宁卫视,http://36.136.38.87:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
吉林卫视,http://36.136.38.87:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
山东卫视,http://36.136.38.87:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
海南卫视,http://36.136.38.87:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
青海卫视,http://36.136.38.87:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动
大湾区卫视,http://36.136.38.87:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$广西移动

北京卫视,https://xmlive.zeabur.app/yw/whyd?id=bjws$武汉移动
天津卫视,https://xmlive.zeabur.app/yw/whyd?id=tjws$武汉移动
